step,loss,accuracy,raw_gain,applied_gain,scale,mode,seed,acc,gain_raw_row,gain_raw_col,gain_raw_max,gain_applied_row,gain_applied_col,gain_applied_max,harm_scale,floor_hits,wall_time_sec
0,5.700737953186035,0.0,1.470405101776123,1.470405101776123,1.0,hc,1,0.0,1.3630698919296265,1.470405101776123,1.470405101776123,1.3630698919296265,1.470405101776123,1.470405101776123,1.0,0,1.9827669959049672
500,4.9363203048706055,0.0,7.932249546051025,7.932249546051025,1.0,hc,1,0.0,7.540353775024414,7.932249546051025,7.932249546051025,7.540353775024414,7.932249546051025,7.932249546051025,1.0,0,491.5181436788989
1000,4.861322402954102,0.0,9.7177152633667,9.7177152633667,1.0,hc,1,0.0,8.734621047973633,9.7177152633667,9.7177152633667,8.734621047973633,9.7177152633667,9.7177152633667,1.0,0,1045.4067345799413
1500,4.850536346435547,0.015625,15.258309364318848,15.258309364318848,1.0,hc,1,0.015625,13.159982681274414,15.258309364318848,15.258309364318848,13.159982681274414,15.258309364318848,15.258309364318848,1.0,0,1572.1498386739986
2000,4.737329483032227,0.046875,21.254810333251953,21.254810333251953,1.0,hc,1,0.046875,18.37459945678711,21.254810333251953,21.254810333251953,18.37459945678711,21.254810333251953,21.254810333251953,1.0,0,2090.8164907169994
2500,4.798476696014404,0.0625,29.82170295715332,29.82170295715332,1.0,hc,1,0.0625,25.699323654174805,29.82170295715332,29.82170295715332,25.699323654174805,29.82170295715332,29.82170295715332,1.0,0,2652.1868612039834
3000,4.6892828941345215,0.078125,33.299957275390625,33.299957275390625,1.0,hc,1,0.078125,29.05879020690918,33.299957275390625,33.299957275390625,29.05879020690918,33.299957275390625,33.299957275390625,1.0,0,3163.863660664996
3500,4.672226905822754,0.078125,43.670196533203125,43.670196533203125,1.0,hc,1,0.078125,33.89543914794922,43.670196533203125,43.670196533203125,33.89543914794922,43.670196533203125,43.670196533203125,1.0,0,3638.0879935319535
4000,4.678526878356934,0.03125,55.689205169677734,55.689205169677734,1.0,hc,1,0.03125,40.7200813293457,55.689205169677734,55.689205169677734,40.7200813293457,55.689205169677734,55.689205169677734,1.0,0,4179.5031407319475
4500,4.629693031311035,0.0625,90.14205932617188,90.14205932617188,1.0,hc,1,0.0625,54.581443786621094,90.14205932617188,90.14205932617188,54.581443786621094,90.14205932617188,90.14205932617188,1.0,0,4685.052976176958
5000,4.609896659851074,0.109375,143.9148712158203,143.9148712158203,1.0,hc,1,0.109375,40.81245422363281,143.9148712158203,143.9148712158203,40.81245422363281,143.9148712158203,143.9148712158203,1.0,0,5187.315041333903
5500,4.5361762046813965,0.125,232.93373107910156,232.93373107910156,1.0,hc,1,0.125,75.4730224609375,232.93373107910156,232.93373107910156,75.4730224609375,232.93373107910156,232.93373107910156,1.0,0,5695.947497246903
6000,4.584911823272705,0.09375,298.7922668457031,298.7922668457031,1.0,hc,1,0.09375,102.18156433105469,298.7922668457031,298.7922668457031,102.18156433105469,298.7922668457031,298.7922668457031,1.0,0,6222.878233381896
6500,4.490363597869873,0.125,467.7640075683594,467.7640075683594,1.0,hc,1,0.125,176.74826049804688,467.7640075683594,467.7640075683594,176.74826049804688,467.7640075683594,467.7640075683594,1.0,0,6769.233174989931
7000,4.534397125244141,0.109375,498.6607360839844,498.6607360839844,1.0,hc,1,0.109375,213.4671630859375,498.6607360839844,498.6607360839844,213.4671630859375,498.6607360839844,498.6607360839844,1.0,0,7302.655402139993
7500,4.40318489074707,0.125,618.498779296875,618.498779296875,1.0,hc,1,0.125,246.9552764892578,618.498779296875,618.498779296875,246.9552764892578,618.498779296875,618.498779296875,1.0,0,7863.282681077952
8000,4.5485663414001465,0.125,778.3719482421875,778.3719482421875,1.0,hc,1,0.125,327.04681396484375,778.3719482421875,778.3719482421875,327.04681396484375,778.3719482421875,778.3719482421875,1.0,0,8400.865957205999
8500,4.495905876159668,0.109375,1059.734375,1059.734375,1.0,hc,1,0.109375,410.298583984375,1059.734375,1059.734375,410.298583984375,1059.734375,1059.734375,1.0,0,8910.069257554947
9000,4.493219375610352,0.109375,1480.2572021484375,1480.2572021484375,1.0,hc,1,0.109375,603.8558959960938,1480.2572021484375,1480.2572021484375,603.8558959960938,1480.2572021484375,1480.2572021484375,1.0,0,9434.692015148
9500,4.3961381912231445,0.125,1752.245361328125,1752.245361328125,1.0,hc,1,0.125,804.66357421875,1752.245361328125,1752.245361328125,804.66357421875,1752.245361328125,1752.245361328125,1.0,0,9879.834142643958
10000,4.364322662353516,0.125,943.358642578125,943.358642578125,1.0,hc,1,0.125,398.2613830566406,943.358642578125,943.358642578125,398.2613830566406,943.358642578125,943.358642578125,1.0,0,10371.703759343945
10500,4.729147911071777,0.046875,1575.6280517578125,1575.6280517578125,1.0,hc,1,0.046875,407.79718017578125,1575.6280517578125,1575.6280517578125,407.79718017578125,1575.6280517578125,1575.6280517578125,1.0,0,10839.098310747999
11000,4.724245071411133,0.09375,1356.6702880859375,1356.6702880859375,1.0,hc,1,0.09375,482.581298828125,1356.6702880859375,1356.6702880859375,482.581298828125,1356.6702880859375,1356.6702880859375,1.0,0,11329.02312437899
11500,4.665785789489746,0.0625,1738.3707275390625,1738.3707275390625,1.0,hc,1,0.0625,537.2346801757812,1738.3707275390625,1738.3707275390625,537.2346801757812,1738.3707275390625,1738.3707275390625,1.0,0,11813.536842910922
12000,4.671587944030762,0.046875,1885.0633544921875,1885.0633544921875,1.0,hc,1,0.046875,475.48822021484375,1885.0633544921875,1885.0633544921875,475.48822021484375,1885.0633544921875,1885.0633544921875,1.0,0,12330.003244122956
12500,4.460559844970703,0.09375,2709.47216796875,2709.47216796875,1.0,hc,1,0.09375,615.391845703125,2709.47216796875,2709.47216796875,615.391845703125,2709.47216796875,2709.47216796875,1.0,0,12825.332255559973
13000,4.6017656326293945,0.109375,3764.66455078125,3764.66455078125,1.0,hc,1,0.109375,965.4228515625,3764.66455078125,3764.66455078125,965.4228515625,3764.66455078125,3764.66455078125,1.0,0,13299.323728939984
13500,4.334497928619385,0.125,3243.527099609375,3243.527099609375,1.0,hc,1,0.125,896.9561767578125,3243.527099609375,3243.527099609375,896.9561767578125,3243.527099609375,3243.527099609375,1.0,0,13738.454663864919
14000,4.277079105377197,0.125,2711.600341796875,2711.600341796875,1.0,hc,1,0.125,759.5217895507812,2711.600341796875,2711.600341796875,759.5217895507812,2711.600341796875,2711.600341796875,1.0,0,14210.486002766993
14500,4.327760696411133,0.109375,2966.4423828125,2966.4423828125,1.0,hc,1,0.109375,880.0452880859375,2966.4423828125,2966.4423828125,880.0452880859375,2966.4423828125,2966.4423828125,1.0,0,14694.139531297958
14999,4.279788494110107,0.125,1993.5933837890625,1993.5933837890625,1.0,hc,1,0.125,824.5089111328125,1993.5933837890625,1993.5933837890625,824.5089111328125,1993.5933837890625,1993.5933837890625,1.0,0,15210.808826440945
